,Type,Photo,Name,Speciality,Address,City,State,Country,Contacts,Page Link,Raitngs,Votes
150,Hospital,https://content.jdmagicbox.com/comp/surat/h6/0261px261.x261.190118173356.p1h6/catalogue/harshal-surgical-hospital-parvat-patia-surat-hospitals-u5gy8ve6om.jpg?clr=#412525?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Harshal Surgical Hospital,Public Hospitals near me,"Besides Cng Pump, .. |",Surat,Gujarat,India,+(91)-0261-2647731,https://www.justdial.com/Surat/Harshal-Surgical-Hospital-Opposite-Ganga-Hotel-Parvat-Patia/0261PX261-X261-190118173356-P1H6_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.2,NaN
151,Hospital,https://content.jdmagicbox.com/comp/surat/b1/0261px261.x261.170120183114.i3b1/catalogue/g-b-vaghani-multispeciality-hospital-varachha-road-surat-multispeciality-hospitals-25brl1t.jpg?clr=#4d1a1a?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,G B Vaghani Multispeciality..,Coronavirus Treatment Hospitals near me,Varachha Main Road.. |,Surat,Gujarat,India,+(91)-0261-2571011,https://www.justdial.com/Surat/G-B-Vaghani-Multispeciality-Hospital-Near-Suzuki-Show-Room-Opposite-Maharana-Pratap-Udhayan-Chopati-Varachha-Road/0261PX261-X261-170120183114-I3B1_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.5,99 Votes
152,Hospital,https://content.jdmagicbox.com/comp/surat/i1/0261px261.x261.130128121059.z7i1/catalogue/bankers-heart-institute-umra-surat-cardiac-hospitals-3ovsu9r.jpg?clr=#4b3b1b?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Bankers Heart Institute,NaN,"Floral Park Road, .. |",Surat,Gujarat,India,+(91)-8511174108,https://www.justdial.com/Surat/Bankers-Heart-Institute-Opposite-Lakeview-Garden-Behind-Shardayatan-School-Umra/0261PX261-X261-130128121059-Z7I1_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.2,NaN
153,Hospital,https://content.jdmagicbox.com/def_content/homeopathic_doctors/default-homeopathic-doctors-0.jpg?clr=#572cf?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Leelaba Multi Speciality Ho..,NaN,"Uma Complex, Kamre.. |",Surat,Gujarat,India,+(91)-9825606075,https://www.justdial.com/Surat/Leelaba-Multi-Speciality-Hospital-Behind-Ganga-Motors-Near-Uma-Complex-Kamrej-Char-Rasta/0261PX261-X261-151229112553-X7S2_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.4,94 Votes
154,Hospital,https://content.jdmagicbox.com/comp/surat/b9/0261px261.x261.150321164814.p5b9/catalogue/angel-hospital-nana-varaccha-surat-hospitals-2fvcs9r.jpg?clr=#3f2727?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Angel Hospital,NaN,"Brts Road, Nana Va.. |",Surat,Gujarat,India,+(91)-0261-6069111,https://www.justdial.com/Surat/Angel-Hospital-Opposite-Vrindavan-Farm-Nana-Varaccha/0261PX261-X261-150321164814-P5B9_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.2,NaN
155,Hospital,https://content.jdmagicbox.com/comp/surat/j3/0261px261.x261.180822070442.d7j3/catalogue/jivan-jyot-diagnosis-health-centre-udhna-surat-charitable-hospitals-i25vuql5ox.jpg?clr=#666600?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Jivan Jyot Diagnosis Health..,NaN,"Above Dream Honda,.. |",Surat,Gujarat,India,+(91)-0261-2281227,https://www.justdial.com/Surat/Jivan-Jyot-Diagnosis-Health-Centre-Opposite-Staynagar-BRTS-Above-Dream-Honda-Udhna/0261PX261-X261-180822070442-D7J3_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.0,89 Votes
156,Hospital,https://content.jdmagicbox.com/comp/def_content/ambulance_services/default-ambulance-services-9.jpg?clr=#402626?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Om Shivam Multi Speciality ..,NaN,Sachin Station Roa.. |,Surat,Gujarat,India,+(91)-261-2396551,https://www.justdial.com/Surat/Om-Shivam-Multi-Speciality-Hospital-Near-Sachin-Post-Office-Sachin/0261PX261-X261-150204181016-I6C8_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,2.9,NaN
157,Hospital,https://content.jdmagicbox.com/comp/surat/z6/0261px261.x261.190905210532.m3z6/catalogue/niramay-multispeciality-hospital-palanpur-jakat-naka-surat-physiotherapists-ugzpwexcds.jpg?clr=#551133?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Niramay Multispeciality Hos..,NaN,"Virpur Road, Palan.. |",Surat,Gujarat,India,+(91)-7046102037,https://www.justdial.com/Surat/Niramay-Multispeciality-Hospital-Opposite-State-Bank-Of-India-Palanpur-Jakat-Naka/0261PX261-X261-190905210532-M3Z6_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.8,83 Votes
158,Hospital,https://content.jdmagicbox.com/comp/surat/f4/0261px261.x261.181003031915.h1f4/catalogue/kamrej-multispeciality-hospital-kamrej-char-rasta-surat-multispeciality-hospitals-v63jnj77hi.jpg?clr=#660038?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Kamrej Multispeciality Hosp..,NaN,"T Bus, Kamrej Char.. |",Surat,Gujarat,India,+(91)-9426657480,https://www.justdial.com/Surat/Kamrej-Multispeciality-Hospital-Opposite-S-T-Bus-Stand-Kamrej-Char-Rasta/0261PX261-X261-181003031915-H1F4_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.9,NaN
159,Hospital,https://content.jdmagicbox.com/comp/surat/f5/0261px261.x261.180207215448.z4f5/catalogue/we-care-multispeciality-hospital-katargam-surat-hospitals-bbgijnflru.jpg?clr=#333333?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,We Care Multispeciality Hos..,NaN,Opposite Gajera Sc.. |,Surat,Gujarat,India,+(91)-261-6572572,https://www.justdial.com/Surat/We-Care-Multispeciality-Hospital-Opposite-Gajera-School-Katargam/0261PX261-X261-180207215448-Z4F5_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.6,76 Votes
160,Hospital,https://content.jdmagicbox.com/comp/surat/h6/0261px261.x261.190118173356.p1h6/catalogue/harshal-surgical-hospital-parvat-patia-surat-hospitals-u5gy8ve6om.jpg?clr=#412525?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Harshal Surgical Hospital,Multispeciality Hospitals in Surat,"Besides Cng Pump, .. |",Surat,Gujarat,India,+(91)-0261-2647731,https://www.justdial.com/Surat/Harshal-Surgical-Hospital-Opposite-Ganga-Hotel-Parvat-Patia/0261PX261-X261-190118173356-P1H6_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.2,NaN
161,Hospital,https://content.jdmagicbox.com/comp/surat/b1/0261px261.x261.170120183114.i3b1/catalogue/g-b-vaghani-multispeciality-hospital-varachha-road-surat-multispeciality-hospitals-25brl1t.jpg?clr=#4d1a1a?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,G B Vaghani Multispeciality..,Multispeciality Hospitals,Varachha Main Road.. |,Surat,Gujarat,India,+(91)-0261-2571011,https://www.justdial.com/Surat/G-B-Vaghani-Multispeciality-Hospital-Near-Suzuki-Show-Room-Opposite-Maharana-Pratap-Udhayan-Chopati-Varachha-Road/0261PX261-X261-170120183114-I3B1_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.5,70 Votes
162,Hospital,https://content.jdmagicbox.com/comp/surat/i1/0261px261.x261.130128121059.z7i1/catalogue/bankers-heart-institute-umra-surat-cardiac-hospitals-3ovsu9r.jpg?clr=#4b3b1b?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Bankers Heart Institute,Hospitals near me,"Floral Park Road, .. |",Surat,Gujarat,India,+(91)-8511174108,https://www.justdial.com/Surat/Bankers-Heart-Institute-Opposite-Lakeview-Garden-Behind-Shardayatan-School-Umra/0261PX261-X261-130128121059-Z7I1_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.2,NaN
163,Hospital,https://content.jdmagicbox.com/def_content/homeopathic_doctors/default-homeopathic-doctors-0.jpg?clr=#572cf?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Leelaba Multi Speciality Ho..,Private Hospitals near me,"Uma Complex, Kamre.. |",Surat,Gujarat,India,+(91)-9825606075,https://www.justdial.com/Surat/Leelaba-Multi-Speciality-Hospital-Behind-Ganga-Motors-Near-Uma-Complex-Kamrej-Char-Rasta/0261PX261-X261-151229112553-X7S2_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.4,64 Votes
164,Hospital,https://content.jdmagicbox.com/comp/surat/b9/0261px261.x261.150321164814.p5b9/catalogue/angel-hospital-nana-varaccha-surat-hospitals-2fvcs9r.jpg?clr=#3f2727?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Angel Hospital,Eye Hospitals near me,"Brts Road, Nana Va.. |",Surat,Gujarat,India,+(91)-0261-6069111,https://www.justdial.com/Surat/Angel-Hospital-Opposite-Vrindavan-Farm-Nana-Varaccha/0261PX261-X261-150321164814-P5B9_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.2,NaN
165,Hospital,https://content.jdmagicbox.com/comp/surat/j3/0261px261.x261.180822070442.d7j3/catalogue/jivan-jyot-diagnosis-health-centre-udhna-surat-charitable-hospitals-i25vuql5ox.jpg?clr=#666600?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Jivan Jyot Diagnosis Health..,Children Hospitals near me,"Above Dream Honda,.. |",Surat,Gujarat,India,+(91)-0261-2281227,https://www.justdial.com/Surat/Jivan-Jyot-Diagnosis-Health-Centre-Opposite-Staynagar-BRTS-Above-Dream-Honda-Udhna/0261PX261-X261-180822070442-D7J3_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.0,58 Votes
166,Hospital,https://content.jdmagicbox.com/comp/def_content/ambulance_services/default-ambulance-services-9.jpg?clr=#402626?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Om Shivam Multi Speciality ..,Charitable Hospitals near me,Sachin Station Roa.. |,Surat,Gujarat,India,+(91)-261-2396551,https://www.justdial.com/Surat/Om-Shivam-Multi-Speciality-Hospital-Near-Sachin-Post-Office-Sachin/0261PX261-X261-150204181016-I6C8_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,2.9,NaN
167,Hospital,https://content.jdmagicbox.com/comp/surat/z6/0261px261.x261.190905210532.m3z6/catalogue/niramay-multispeciality-hospital-palanpur-jakat-naka-surat-physiotherapists-ugzpwexcds.jpg?clr=#551133?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Niramay Multispeciality Hos..,Shalby Hospitals near me,"Virpur Road, Palan.. |",Surat,Gujarat,India,+(91)-7046102037,https://www.justdial.com/Surat/Niramay-Multispeciality-Hospital-Opposite-State-Bank-Of-India-Palanpur-Jakat-Naka/0261PX261-X261-190905210532-M3Z6_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.8,54 Votes
168,Hospital,https://content.jdmagicbox.com/comp/surat/f4/0261px261.x261.181003031915.h1f4/catalogue/kamrej-multispeciality-hospital-kamrej-char-rasta-surat-multispeciality-hospitals-v63jnj77hi.jpg?clr=#660038?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Kamrej Multispeciality Hosp..,Maternity Hospitals near me,"T Bus, Kamrej Char.. |",Surat,Gujarat,India,+(91)-9426657480,https://www.justdial.com/Surat/Kamrej-Multispeciality-Hospital-Opposite-S-T-Bus-Stand-Kamrej-Char-Rasta/0261PX261-X261-181003031915-H1F4_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.9,NaN
169,Hospital,https://content.jdmagicbox.com/comp/surat/f5/0261px261.x261.180207215448.z4f5/catalogue/we-care-multispeciality-hospital-katargam-surat-hospitals-bbgijnflru.jpg?clr=#333333?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,We Care Multispeciality Hos..,Veterinary Hospitals near me,Opposite Gajera Sc.. |,Surat,Gujarat,India,+(91)-261-6572572,https://www.justdial.com/Surat/We-Care-Multispeciality-Hospital-Opposite-Gajera-School-Katargam/0261PX261-X261-180207215448-Z4F5_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.6,47 Votes
170,Hospital,https://content.jdmagicbox.com/comp/surat/83/0261p261std1663083/catalogue/shiv-jyoti-hospital-bardoli-surat-hospitals-jl6vxwqxg4.jpg?clr=#28333e?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Shiv Jyoti Hospital,Public Hospitals near me,"Gandhi Road, Bardo.. |",Surat,Gujarat,India,+(91)-02622-225520,https://www.justdial.com/Surat/Shiv-Jyoti-Hospital-Opposite-Sardar-Hospital-Bardoli/0261P261STD1663083_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.2,NaN
171,Hospital,https://content.jdmagicbox.com/comp/surat/v8/0261px261.x261.110215163435.w2v8/catalogue/sita-hospital-ring-road-surat-hospitals-33ayv3y.jpg?clr=#4d4d1a?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Sita Hospital,Coronavirus Treatment Hospitals near me,"Beside Sub Jail, R.. |",Surat,Gujarat,India,+(91)-0261-2632100,https://www.justdial.com/Surat/Sita-Hospital-Beside-Sub-Jail-Ring-Road/0261PX261-X261-110215163435-W2V8_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,3.8,45 Votes
172,Hospital,https://content.jdmagicbox.com/comp/surat/i8/0261px261.x261.120525121238.b3i8/catalogue/piplod-hospital-piplod-surat-hospitals-2aoqd5m.jpg?clr=#293d29?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Piplod Hospital,NaN,Lakeview Garden Ro.. |,Surat,Gujarat,India,+(91)-9624447762,https://www.justdial.com/Surat/Piplod-Hospital-Near-Piopld-Jakat-Naka-Piplod/0261PX261-X261-120525121238-B3I8_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.7,NaN
173,Hospital,https://content.jdmagicbox.com/comp/surat/v6/0261px261.x261.140903143906.x8v6/catalogue/ankoor-hospital-vesu-surat-hospitals-dd4i0.jpg?clr=#3d3d29?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Ankoor Hospital,NaN,"Vesu Road, Vesu.. |",Surat,Gujarat,India,+(91)-261-2215667,https://www.justdial.com/Surat/Ankoor-Hospital-Near-Someshwara-Enclave-Vesu/0261PX261-X261-140903143906-X8V6_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.6,45 Votes
174,Hospital,https://content.jdmagicbox.com/comp/surat/t3/0261px261.x261.150421192927.l3t3/catalogue/amity-neuro-care-and-epilepsy-clinic-varachha-road-surat-neuro-physician-doctors-ik523.jpg?clr=#264040?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Amity Neuro Care and Epilep..,NaN,"Near Hans Society,.. |",Surat,Gujarat,India,+(91)-261-2554564,https://www.justdial.com/Surat/Amity-Neuro-Care-and-Epilepsy-Clinic-Above-Arihant-Jewellers-Near-Hans-Society-Varachha-Road/0261PX261-X261-150421192927-L3T3_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.4,NaN
175,Hospital,https://content.jdmagicbox.com/comp/surat/z3/0261px261.x261.180116150031.u2z3/catalogue/niyati-hospital-vesu-surat-hospitals-yum9b.jpeg?clr=#4f172d?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Niyati Hospital,NaN,Someshwar Cross Ro.. |,Surat,Gujarat,India,+(91)-9726946937,https://www.justdial.com/Surat/Niyati-Hospital-Opposite-Aagam-Heritage-Vesu/0261PX261-X261-180116150031-U2Z3_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.9,38 Votes
176,Hospital,https://content.jdmagicbox.com/comp/surat/y1/0261px261.x261.131003112057.j2y1/catalogue/jamna-ba-sarvajanik-hospital-bardoli-surat-hospitals-236o03i.jpg?clr=#4d331a?fit=around%7C270%3A130&crop=270%3A130%3B%2A%2C%2A,Jamna Ba Sarvajanik Hospita..,NaN,"Surti Zampa, Bardo.. |",Surat,Gujarat,India,230,https://www.justdial.com/Surat/Jamna-Ba-Sarvajanik-Hospital-Near-Linear-Bus-Stand-Surti-Zampa-Bardoli/0261PX261-X261-131003112057-J2Y1_BZDET?xid=U3VyYXQgTXVsdGlzcGVjaWFsaXR5IEhvc3BpdGFscw==,4.3,NaN
